referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",34,3,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",35,7,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",36,13,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",37,14,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",38,6,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67026C,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 139,90","Código Ref.: 67026C

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes em costuras matelassê e zíper na lateral interna;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",39,4,Torricella,img/67026C/Bota Bico Fino Feminina 0.jpg,img/67026C/Bota Bico Fino Feminina 1.jpg,img/67026C/Bota Bico Fino Feminina 2.jpg,img/67026C/Bota Bico Fino Feminina 3.jpg,img/67026C/Bota Bico Fino Feminina 4.jpg,img/67026C/Bota Bico Fino Feminina 5.jpg,img/67026C/Bota Bico Fino Feminina 6.jpg,img/67026C/Bota Bico Fino Feminina 7.jpg,img/67026C/Bota Bico Fino Feminina 8.jpg,img/67026C/Bota Bico Fino Feminina 9.jpg,img/67026C/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",34,10,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",35,10,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",36,13,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",37,35,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",38,21,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001A

Material: Napa Preto e Matelassê Preto;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",39,2,Torricella,img/67001A/Bota Bico Fino Feminina 0.jpg,img/67001A/Bota Bico Fino Feminina 1.jpg,img/67001A/Bota Bico Fino Feminina 2.jpg,img/67001A/Bota Bico Fino Feminina 3.jpg,img/67001A/Bota Bico Fino Feminina 4.jpg,img/67001A/Bota Bico Fino Feminina 5.jpg,img/67001A/Bota Bico Fino Feminina 6.jpg,img/67001A/Bota Bico Fino Feminina 7.jpg,img/67001A/Bota Bico Fino Feminina 8.jpg,img/67001A/Bota Bico Fino Feminina 9.jpg,img/67001A/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",34,5,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",35,1,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",36,0,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",37,0,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",38,1,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
67001B,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 129,90","Código Ref.: 67001B

Material: Napa Branco e Matelassê Branco;

Enfeites: Detalhes lindos em costuras matelassê, cordão e passantes na cor Branco;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Salto: 10 cm de Altura e Revestido em Napa Branco;

Solado de TR na cor Bege.
Dimensões da Caixa: 31,5 x 30 x 9,5 cm
Peso do Produto na Caixa: 1000 gramas (aproximadamente)",39,4,Torricella,img/67001B/Bota Bico Fino Feminina 0.jpg,img/67001B/Bota Bico Fino Feminina 1.jpg,img/67001B/Bota Bico Fino Feminina 2.jpg,img/67001B/Bota Bico Fino Feminina 3.jpg,img/67001B/Bota Bico Fino Feminina 4.jpg,img/67001B/Bota Bico Fino Feminina 5.jpg,img/67001B/Bota Bico Fino Feminina 6.jpg,img/67001B/Bota Bico Fino Feminina 7.jpg,img/67001B/Bota Bico Fino Feminina 8.jpg,img/67001B/Bota Bico Fino Feminina 9.jpg,img/67001B/Bota Bico Fino Feminina 10.mp4,,,,,,
65020A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 119,90","Código Ref.: 65020A

Material: Napa Croco na cor Preto;

Enfeites: Zíper na Cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Croco na cor Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,12,Torricella,img/65020A/Bota Bico Fino Feminina 0.jpg,img/65020A/Bota Bico Fino Feminina 1.jpg,img/65020A/Bota Bico Fino Feminina 2.jpg,img/65020A/Bota Bico Fino Feminina 3.jpg,img/65020A/Bota Bico Fino Feminina 4.jpg,img/65020A/Bota Bico Fino Feminina 5.jpg,img/65020A/Bota Bico Fino Feminina 6.jpg,img/65020A/Bota Bico Fino Feminina 7.jpg,img/65020A/Bota Bico Fino Feminina 8.jpg,img/65020A/Bota Bico Fino Feminina 9.jpg,img/65020A/Bota Bico Fino Feminina 10.mp4,,,,,,
65020A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 119,90","Código Ref.: 65020A

Material: Napa Croco na cor Preto;

Enfeites: Zíper na Cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Croco na cor Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,23,Torricella,img/65020A/Bota Bico Fino Feminina 0.jpg,img/65020A/Bota Bico Fino Feminina 1.jpg,img/65020A/Bota Bico Fino Feminina 2.jpg,img/65020A/Bota Bico Fino Feminina 3.jpg,img/65020A/Bota Bico Fino Feminina 4.jpg,img/65020A/Bota Bico Fino Feminina 5.jpg,img/65020A/Bota Bico Fino Feminina 6.jpg,img/65020A/Bota Bico Fino Feminina 7.jpg,img/65020A/Bota Bico Fino Feminina 8.jpg,img/65020A/Bota Bico Fino Feminina 9.jpg,img/65020A/Bota Bico Fino Feminina 10.mp4,,,,,,
65020A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 119,90","Código Ref.: 65020A

Material: Napa Croco na cor Preto;

Enfeites: Zíper na Cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Croco na cor Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,40,Torricella,img/65020A/Bota Bico Fino Feminina 0.jpg,img/65020A/Bota Bico Fino Feminina 1.jpg,img/65020A/Bota Bico Fino Feminina 2.jpg,img/65020A/Bota Bico Fino Feminina 3.jpg,img/65020A/Bota Bico Fino Feminina 4.jpg,img/65020A/Bota Bico Fino Feminina 5.jpg,img/65020A/Bota Bico Fino Feminina 6.jpg,img/65020A/Bota Bico Fino Feminina 7.jpg,img/65020A/Bota Bico Fino Feminina 8.jpg,img/65020A/Bota Bico Fino Feminina 9.jpg,img/65020A/Bota Bico Fino Feminina 10.mp4,,,,,,
65020A,Bota Bico Fino Feminina,Calçados Femininos Botas,"R$ 119,90","Código Ref.: 65020A

Material: Napa Croco na cor Preto;

Enfeites: Zíper na Cor Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Salto: 10 cm de Altura e Revestido em Napa Croco na cor Preto;

Solado de TR na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,33,Torricella,img/65020A/Bota Bico Fino Feminina 0.jpg,img/65020A/Bota Bico Fino Feminina 1.jpg,img/65020A/Bota Bico Fino Feminina 2.jpg,img/65020A/Bota Bico Fino Feminina 3.jpg,img/65020A/Bota Bico Fino Feminina 4.jpg,img/65020A/Bota Bico Fino Feminina 5.jpg,img/65020A/Bota Bico Fino Feminina 6.jpg,img/65020A/Bota Bico Fino Feminina 7.jpg,img/65020A/Bota Bico Fino Feminina 8.jpg,img/65020A/Bota Bico Fino Feminina 9.jpg,img/65020A/Bota Bico Fino Feminina 10.mp4,,,,,,
